,date,320
0,2012-01-01 00:00:00,2162.0
1,2012-01-01 01:00:00,2835.0
2,2012-01-01 02:00:00,2764.0
3,2012-01-01 03:00:00,2735.0
4,2012-01-01 04:00:00,2721.0
5,2012-01-01 05:00:00,2742.0
6,2012-01-01 06:00:00,2716.0
7,2012-01-01 07:00:00,2716.0
8,2012-01-01 08:00:00,2680.0
9,2012-01-01 09:00:00,2581.0
10,2012-01-01 10:00:00,2600.0
11,2012-01-01 11:00:00,2637.0
12,2012-01-01 12:00:00,2665.0
13,2012-01-01 13:00:00,2737.0
14,2012-01-01 14:00:00,2812.0
15,2012-01-01 15:00:00,2807.0
16,2012-01-01 16:00:00,2823.0
17,2012-01-01 17:00:00,2854.0
18,2012-01-01 18:00:00,2946.0
19,2012-01-01 19:00:00,3003.0
20,2012-01-01 20:00:00,2964.0
21,2012-01-01 21:00:00,2921.0
22,2012-01-01 22:00:00,2887.0
23,2012-01-01 23:00:00,2820.0
24,2012-01-02 00:00:00,2785.0
25,2012-01-02 01:00:00,2818.0
26,2012-01-02 02:00:00,2820.0
27,2012-01-02 03:00:00,2834.0
28,2012-01-02 04:00:00,2852.0
29,2012-01-02 05:00:00,2798.0
30,2012-01-02 06:00:00,2746.0
31,2012-01-02 07:00:00,3003.0
32,2012-01-02 08:00:00,3061.0
33,2012-01-02 09:00:00,3350.0
34,2012-01-02 10:00:00,3469.0
35,2012-01-02 11:00:00,3505.0
36,2012-01-02 12:00:00,3586.0
37,2012-01-02 13:00:00,3506.0
38,2012-01-02 14:00:00,3421.0
39,2012-01-02 15:00:00,3380.0
40,2012-01-02 16:00:00,3410.0
41,2012-01-02 17:00:00,3486.0
42,2012-01-02 18:00:00,3472.0
43,2012-01-02 19:00:00,3308.0
44,2012-01-02 20:00:00,3203.0
45,2012-01-02 21:00:00,3301.0
46,2012-01-02 22:00:00,3537.0
47,2012-01-02 23:00:00,3703.0
48,2012-01-03 00:00:00,3502.0
49,2012-01-03 01:00:00,3376.0
50,2012-01-03 02:00:00,3177.0
51,2012-01-03 03:00:00,2996.0
52,2012-01-03 04:00:00,2928.0
53,2012-01-03 05:00:00,2941.0
54,2012-01-03 06:00:00,2965.0
55,2012-01-03 07:00:00,3041.0
56,2012-01-03 08:00:00,3073.0
57,2012-01-03 09:00:00,3311.0
58,2012-01-03 10:00:00,3450.0
59,2012-01-03 11:00:00,3431.0
60,2012-01-03 12:00:00,3470.0
61,2012-01-03 13:00:00,3498.0
62,2012-01-03 14:00:00,3460.0
63,2012-01-03 15:00:00,3481.0
64,2012-01-03 16:00:00,3483.0
65,2012-01-03 17:00:00,3575.0
66,2012-01-03 18:00:00,3560.0
67,2012-01-03 19:00:00,3595.0
68,2012-01-03 20:00:00,3404.0
69,2012-01-03 21:00:00,3403.0
70,2012-01-03 22:00:00,3572.0
71,2012-01-03 23:00:00,3681.0
72,2012-01-04 00:00:00,3495.0
73,2012-01-04 01:00:00,3419.0
74,2012-01-04 02:00:00,3242.0
75,2012-01-04 03:00:00,3049.0
76,2012-01-04 04:00:00,2925.0
77,2012-01-04 05:00:00,2907.0
78,2012-01-04 06:00:00,2823.0
79,2012-01-04 07:00:00,2905.0
80,2012-01-04 08:00:00,2952.0
81,2012-01-04 09:00:00,2989.0
82,2012-01-04 10:00:00,2821.0
83,2012-01-04 11:00:00,2884.0
84,2012-01-04 12:00:00,3111.0
85,2012-01-04 13:00:00,3486.0
86,2012-01-04 14:00:00,3379.0
87,2012-01-04 15:00:00,3317.0
88,2012-01-04 16:00:00,2959.0
89,2012-01-04 17:00:00,3073.0
90,2012-01-04 18:00:00,3633.0
91,2012-01-04 19:00:00,3612.0
92,2012-01-04 20:00:00,3332.0
93,2012-01-04 21:00:00,3436.0
94,2012-01-04 22:00:00,3417.0
95,2012-01-04 23:00:00,3514.0
96,2012-01-05 00:00:00,3369.0
97,2012-01-05 01:00:00,3223.0
98,2012-01-05 02:00:00,3049.0
99,2012-01-05 03:00:00,2960.0
100,2012-01-05 04:00:00,2908.0
101,2012-01-05 05:00:00,2883.0
102,2012-01-05 06:00:00,2872.0
103,2012-01-05 07:00:00,3067.0
104,2012-01-05 08:00:00,3103.0
105,2012-01-05 09:00:00,3397.0
106,2012-01-05 10:00:00,3485.0
107,2012-01-05 11:00:00,3473.0
108,2012-01-05 12:00:00,3468.0
109,2012-01-05 13:00:00,3476.0
110,2012-01-05 14:00:00,3390.0
111,2012-01-05 15:00:00,3037.0
112,2012-01-05 16:00:00,3476.0
113,2012-01-05 17:00:00,3751.0
114,2012-01-05 18:00:00,3619.0
115,2012-01-05 19:00:00,3549.0
116,2012-01-05 20:00:00,3348.0
117,2012-01-05 21:00:00,3471.0
118,2012-01-05 22:00:00,3638.0
119,2012-01-05 23:00:00,3876.0
120,2012-01-06 00:00:00,3724.0
121,2012-01-06 01:00:00,3566.0
122,2012-01-06 02:00:00,3383.0
123,2012-01-06 03:00:00,3178.0
124,2012-01-06 04:00:00,3080.0
125,2012-01-06 05:00:00,3043.0
126,2012-01-06 06:00:00,2982.0
127,2012-01-06 07:00:00,3127.0
128,2012-01-06 08:00:00,3044.0
129,2012-01-06 09:00:00,3198.0
130,2012-01-06 10:00:00,3337.0
131,2012-01-06 11:00:00,3396.0
132,2012-01-06 12:00:00,3488.0
133,2012-01-06 13:00:00,3396.0
134,2012-01-06 14:00:00,3340.0
135,2012-01-06 15:00:00,3444.0
136,2012-01-06 16:00:00,3436.0
137,2012-01-06 17:00:00,3555.0
138,2012-01-06 18:00:00,3505.0
139,2012-01-06 19:00:00,3450.0
140,2012-01-06 20:00:00,3297.0
141,2012-01-06 21:00:00,3401.0
142,2012-01-06 22:00:00,3670.0
143,2012-01-06 23:00:00,3876.0
144,2012-01-07 00:00:00,3549.0
145,2012-01-07 01:00:00,3398.0
146,2012-01-07 02:00:00,3223.0
147,2012-01-07 03:00:00,3111.0
148,2012-01-07 04:00:00,3003.0
149,2012-01-07 05:00:00,2935.0
150,2012-01-07 06:00:00,2840.0
151,2012-01-07 07:00:00,2920.0
152,2012-01-07 08:00:00,2999.0
153,2012-01-07 09:00:00,3000.0
154,2012-01-07 10:00:00,3019.0
155,2012-01-07 11:00:00,2999.0
156,2012-01-07 12:00:00,3116.0
157,2012-01-07 13:00:00,3097.0
158,2012-01-07 14:00:00,3069.0
159,2012-01-07 15:00:00,3073.0
160,2012-01-07 16:00:00,3038.0
161,2012-01-07 17:00:00,3044.0
162,2012-01-07 18:00:00,3107.0
163,2012-01-07 19:00:00,3237.0
164,2012-01-07 20:00:00,3114.0
165,2012-01-07 21:00:00,3232.0
166,2012-01-07 22:00:00,3413.0
167,2012-01-07 23:00:00,3482.0
168,2012-01-08 00:00:00,3260.0
169,2012-01-08 01:00:00,3098.0
170,2012-01-08 02:00:00,2954.0
171,2012-01-08 03:00:00,2925.0
172,2012-01-08 04:00:00,2855.0
173,2012-01-08 05:00:00,2819.0
174,2012-01-08 06:00:00,2818.0
175,2012-01-08 07:00:00,2815.0
176,2012-01-08 08:00:00,2769.0
177,2012-01-08 09:00:00,2714.0
178,2012-01-08 10:00:00,2709.0
179,2012-01-08 11:00:00,2761.0
180,2012-01-08 12:00:00,2763.0
181,2012-01-08 13:00:00,2834.0
182,2012-01-08 14:00:00,2890.0
183,2012-01-08 15:00:00,2863.0
184,2012-01-08 16:00:00,2800.0
185,2012-01-08 17:00:00,2825.0
186,2012-01-08 18:00:00,2859.0
187,2012-01-08 19:00:00,2923.0
188,2012-01-08 20:00:00,2821.0
189,2012-01-08 21:00:00,2801.0
190,2012-01-08 22:00:00,2771.0
191,2012-01-08 23:00:00,2743.0
192,2012-01-09 00:00:00,2752.0
193,2012-01-09 01:00:00,2681.0
194,2012-01-09 02:00:00,2705.0
195,2012-01-09 03:00:00,2680.0
196,2012-01-09 04:00:00,2608.0
197,2012-01-09 05:00:00,2700.0
198,2012-01-09 06:00:00,2702.0
199,2012-01-09 07:00:00,2784.0
200,2012-01-09 08:00:00,2820.0
201,2012-01-09 09:00:00,3286.0
202,2012-01-09 10:00:00,3350.0
203,2012-01-09 11:00:00,3366.0
204,2012-01-09 12:00:00,3500.0
205,2012-01-09 13:00:00,3380.0
206,2012-01-09 14:00:00,3311.0
207,2012-01-09 15:00:00,3310.0
208,2012-01-09 16:00:00,3375.0
209,2012-01-09 17:00:00,3468.0
210,2012-01-09 18:00:00,3419.0
211,2012-01-09 19:00:00,3326.0
212,2012-01-09 20:00:00,3222.0
213,2012-01-09 21:00:00,3337.0
214,2012-01-09 22:00:00,3626.0
215,2012-01-09 23:00:00,3706.0
216,2012-01-10 00:00:00,3325.0
217,2012-01-10 01:00:00,3258.0
218,2012-01-10 02:00:00,3116.0
219,2012-01-10 03:00:00,2894.0
220,2012-01-10 04:00:00,2818.0
221,2012-01-10 05:00:00,2838.0
222,2012-01-10 06:00:00,2783.0
223,2012-01-10 07:00:00,2876.0
224,2012-01-10 08:00:00,2862.0
225,2012-01-10 09:00:00,3248.0
226,2012-01-10 10:00:00,3351.0
227,2012-01-10 11:00:00,3401.0
228,2012-01-10 12:00:00,3581.0
229,2012-01-10 13:00:00,3500.0
230,2012-01-10 14:00:00,3390.0
231,2012-01-10 15:00:00,3297.0
